Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
16,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
30,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
47,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
63,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
80,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
100,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
113,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
132,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
150,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
164,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
181,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
197,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
213,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
230,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
247,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
263,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
280,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
297,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
316,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
330,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
347,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
363,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
383,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
396,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
414,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
429,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
446,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
463,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
484,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
495,1,AUTO,STRAIGHT(NO_CTRL),364,285,0,0
514,1,AUTO,STRAIGHT(NO_CTRL),365,284,1,-1
530,1,AUTO,STRAIGHT(NO_CTRL),365,284,1,-1
547,1,AUTO,STRAIGHT(NO_CTRL),365,284,1,-1
